1,1005,98,41.873862,-87.914828
2,969,59,41.874227,-87.915290
3,999,74,41.874088,-87.914907
4,1017,101,41.873827,-87.914683
5,960,92,41.873913,-87.915400
6,977,114,41.873708,-87.915192
7,1596,458,41.870453,-87.907327
8,1594,374,41.871250,-87.907355
9,1003,190,41.872992,-87.914860
10,985,96,41.873873,-87.915085
11,0,0,0.000000,0.000000
12,0,0,0.000000,0.000000
13,0,0,0.000000,0.000000
14,0,0,0.000000,0.000000
15,0,0,0.000000,0.000000
16,0,0,0.000000,0.000000
17,0,0,0.000000,0.000000
18,0,0,0.000000,0.000000
19,0,0,0.000000,0.000000
20,0,0,0.000000,0.000000
