1,683,270,40.787762,-85.637509
2,682,467,40.786962,-85.637514
3,681,287,40.787692,-85.637521
4,637,328,40.787524,-85.637754
5,604,292,40.787674,-85.637929
6,621,255,40.787822,-85.637837
7,667,276,40.787739,-85.637591
8,0,0,0.000000,0.000000
9,0,0,0.000000,0.000000
10,0,0,0.000000,0.000000
11,0,0,0.000000,0.000000
12,0,0,0.000000,0.000000
13,0,0,0.000000,0.000000
14,0,0,0.000000,0.000000
15,0,0,0.000000,0.000000
16,0,0,0.000000,0.000000
17,0,0,0.000000,0.000000
18,0,0,0.000000,0.000000
19,0,0,0.000000,0.000000
20,0,0,0.000000,0.000000
